feature_set_name,dataset_scope,model_name,source_row_index,USER_KEY
expanded_feature_set,overall_with_promotion,LightGBM,8891,c234ece91e95d6ff5edf1c0b2ac706e2e9c5a50de512067eb0e07ed5e964c8152dfcdfe1cdaa9f0e85d156eb068b45264ce30e3ee086b6325c773d8080b851d5
expanded_feature_set,overall_with_promotion,LightGBM,21493,38e27a68ebfec616fba7b8934c0116fbcb719388950569a804e3ef22a4cc8d5bde42d9b350c5f88afccfe35d64cfffe68ca6f72bf9790ebcea72d703307f5e53
expanded_feature_set,overall_with_promotion,LightGBM,18993,1ff4bec7b5afe6989c3b28c83dafa3dc75fd741f524e55aea52b7b3a06b640debc5a056fd4a26869c9944fd256d6fb002b98ae30c94872fc26a6fba0162894bd
expanded_feature_set,overall_with_promotion,LightGBM,7618,0d341fe37ded246a5457e39d3a19caaba8cc17b2186b532c16240e0ab91afd16dd727a6f64a15fd1bd384670ccb64dbd0c8e68731c50ef2da8e25d4ffdb65093
expanded_feature_set,overall_with_promotion,LightGBM,22487,26459ac00ca5e2cbb737b39950b5a021c7f78c4b13abdadf3dcb6fb51646ee16e7571ed9d6425e0737ad23ed8c73b26a42e7527ac980e5b46518781bdbb63211
expanded_feature_set,overall_with_promotion,LightGBM,4837,7107b87bdf03f3e76845335c4293ab7f46b63ac91edbc546658b25c3de044a6632ea0b912854dbcbcb16e0c58c8579a9f5558fc7a1e7dab3f0bfbfb31a7359d4
expanded_feature_set,overall_with_promotion,LightGBM,9369,dff36322cb0a7cfd05606010e9bd82aad6a903908975830d4ebd759f170a20f55a29e25630b93da86138e7c7272dd8029ab12e593ecb558d827995643725a048
expanded_feature_set,overall_with_promotion,LightGBM,5962,8689afb0ce65845366dd378e4710fd7ff591e4850d6119b5da6e17edc90d101b7d6403568dad587c3953ce6978495568c2dc12b8afcc36ebbff5d29d8758061a
expanded_feature_set,overall_with_promotion,LightGBM,17537,bafadf6ed62e7700c86e1a4087dc123a3279465c85f5cadb39cd9f37e39189778e8cc37eb7bc863641e58a2e37a03b89b0115d7cc2c45e570df1efe0fa7a0ff4
expanded_feature_set,overall_with_promotion,LightGBM,21893,340a0cd7d94886cdecdaa276ba9fb862378e2d953a1b6bf542488f4c50b6c4e033509366fd1e295b81356e9ae8d70c869efa8b5314220e97b7373f9cbbac5f18
expanded_feature_set,overall_with_promotion,LightGBM,19271,9241b16bd6fd41cf09b2eb27e7d9e497221e500d4b37dbbacb0f4fc9c40ae4ddecb9f6e26a3b309950cce303a430244d052f5fce5cb6a4118ad91c7f304150ac
expanded_feature_set,overall_with_promotion,LightGBM,18936,530a36425e0f1dda32cf1382f20591d57aeb8390deaf4867de83408f5626799f3ff39c35612c33f8f053dc68433de23f021e06bcb495da45e2432d380ee5567c
expanded_feature_set,overall_with_promotion,LightGBM,16236,c1b7cd7ade81297ba64a99db3969a9fbe6a19b17cc7d4889f2046335f988bd42cf6a4305db00c70a190365498a746813e9e478b8a3bf2bb9b3bd09cae318ce09
expanded_feature_set,overall_with_promotion,LightGBM,662,5b0239344366873bef255f0bf2fec2497c9aa500e32219dcc73d4d979a73c8f9edd8133f8030ea78b93136312683eeec99f531409f67dde3f35e5266357ace48
expanded_feature_set,overall_with_promotion,LightGBM,382,f90486f29921fb0c6452fe69fe61a01dcbdaf1c34141b9d59209498c6629d2cb3297dbcaa780d361ffc02912cafecd35eb0c9eebf0c7921c995c864eb47c1870
expanded_feature_set,overall_with_promotion,LightGBM,848,9f38d3674c8463b0e7cd5d868ce67184e15c27caa5da5d70fb6dc776c996f6c9226a673d2aab9eef385dd95f75b7b213fe8a6f5659d2d30b265518090924ab96
expanded_feature_set,overall_with_promotion,LightGBM,15611,ef86aebcd0bf6acd904e907e73697b676d882c069b5377e28f1b9c5005c0a28112043c22d603ea85f7db5acfcfbd0078a37d4d033c3efcee9fef4bd16a811079
expanded_feature_set,overall_with_promotion,LightGBM,8753,e47a7f420a62d4122f059176e907c893a3352e4b352d9d69103dbeeb8c2df79309ba0eacbe5b7f9f5414d85abadeabb1d7e2d51505bd9eb70e36ed6774351bb3
expanded_feature_set,overall_with_promotion,LightGBM,172,b935339358d33abdc467386dc531db7c5d84c122eb8797353b17e1452572ec826cedea9c831969b9b57465224a685166a697fdee6bf80d60b3450ed2d71f1809
expanded_feature_set,overall_with_promotion,LightGBM,18005,73e72a8466471716cce82e5418d2432fc33155a5459c6bf4cf17e464f3af7a10b412859bbaf29119032f3735e0ab79fc968d23464afc3ec363ffde592257dde2
expanded_feature_set,overall_with_promotion,LightGBM,15456,2036c73463b43a9b7e5619032ca5dd1305b1b8497e43d0fe65b3f6588146ce0dfdf380a59fa29d75b56282cb08dd245201fc8c0ad8484a770c849db4fe607beb
expanded_feature_set,overall_with_promotion,LightGBM,18778,5a8a4f55e23f8efa2237c378de822db39bda5a4362f3ba36e6b93f18efe8bb73deb97700861d75701bbbb53c44134a3c42d381548274f87643f740d1379e2885
expanded_feature_set,overall_with_promotion,LightGBM,15417,85226b9cc37e80d608dfc830b269b58cd47b3fd4fc8e29fa5ca35b0a319d026102a8669390b0ee80326d4c53875cda255f05e750616af2665054673f1c0474e2
expanded_feature_set,overall_with_promotion,LightGBM,20204,82de066e4058c757143868cabcac41c18bd09d93b8a06b481b93fb0255d30e001b159d250361e3ad89f944b55ce1f4098a1c8fc8632eab2364bb5aac470daf68
expanded_feature_set,overall_with_promotion,LightGBM,18403,8bbfd23abe22c7d778b74137ce9be326bd6276d4ad47dc692955ba3e77be32e44d4fc35741b66a5c342c70d6c6a4c9f9c379cdfc427d981b3905d3e8a4d53fae
expanded_feature_set,overall_with_promotion,LightGBM,21531,2a2fda556b91e8700307361fa8934c765507936b20b049cac10f1d582dd4d64b31f5ef679c0fb637cbb7f3fb39bbe2ae8e91888ae33c1e7d45b14fd9138b1759
expanded_feature_set,overall_with_promotion,LightGBM,9568,b2741c82bed5ad0fda1efbe6cdd4adf9e1c18cad173c93d88161d20246c17f16d5cf868c339a3d7a30041ebf5ed3df9d893d2de2ea0ff909e8e47a2ebb82b324
expanded_feature_set,overall_with_promotion,LightGBM,12184,752846a00c300fffde1ea0a0195f31846644b6d20c1bfa78fd23c32e7519c1f64772194cdd3f7a91fe2047cde678e7e7340ee3388bbad166e51e60b8b13881ed
expanded_feature_set,overall_with_promotion,LightGBM,5968,49993330fabbb5df3702ebe9e0bdc6ad1ec18986ef919c678a8b612e96e2d8c2abd3da9211264c3a37e8c02c2b3ffa89cf60b09face49c48d5eb15165b60fa25
expanded_feature_set,overall_with_promotion,LightGBM,577,3ad3949c022d86794cf1bd7c0f782180d90c9fe322dbecae46dc6b8e693fe65292de59da991db7ef54e98fb7ecbe16e5db3cf39f9af9c732142131d96b1a18e7
expanded_feature_set,overall_with_promotion,LightGBM,3615,50c817347a3c85b091d1157836f2489670d0a4ff6a731b073082218fa84f874df0bdfccbf9bcae8a9ed64e02d08f73eb12c7559a4f9075523735239ec0d21fee
expanded_feature_set,overall_with_promotion,LightGBM,14294,5612031f544e18bf3b4628afe3af300117521580e874f5a81fcf86236825b498b556d0b6817739c7f9701007abaf996b0d3f7e992711417075a5ce0af501460e
expanded_feature_set,overall_with_promotion,LightGBM,20830,051d56be5b1dc62a2c0f9413c7bd03ac6b890f5393f996c60d25695f009da22c07c65ff963f6bed067635bd5a9a88f980368e31f06e4f7f689b0036a5820a2b7
expanded_feature_set,overall_with_promotion,LightGBM,13603,d30a8be05460fad99bda8529d4fc6babb44a690920185e0eaf562a40e8707a9e2a206e597edfe43d93559ac751d66101b54892cb4693b14db632a6d3e36631b1
