trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,n_estimators,learning_rate,max_depth,min_samples_leaf,min_samples_split,subsample,max_features
38,0.8162976022558586,0.8218501152454427,0.8329551412246111,0.011105025979168404,False,89,0.03900766471686649,2,127,195,0.6913401933174033,
36,0.8152623030078352,0.8189054934149318,0.826191874229125,0.007286380814193194,False,224,0.04509996821070245,1,210,465,0.7115851029937883,sqrt
26,0.8152559895522373,0.8204399924687953,0.8308079983019111,0.010368005833115812,False,160,0.026159618422957335,2,51,348,0.6591340164983747,sqrt
37,0.8123349604052632,0.8164976729524576,0.8248230980468463,0.008325425094388716,False,238,0.034245682215213555,1,112,150,0.8287994585506894,
2,0.8084142544968238,0.8130606034074368,0.8223533012286627,0.009292697821225882,False,111,0.02326960468194963,2,123,406,0.6418481581956126,
40,0.807379829945594,0.8113600548859969,0.8193205047668028,0.007960449880805909,False,193,0.03552474056142379,1,196,122,0.8581822705778522,
10,0.8050338505072128,0.8098664044776778,0.8195315124186079,0.009665107940930118,False,230,0.01009698825304352,2,54,107,0.7314242782385489,
9,0.8044633222419572,0.8096640757829338,0.820065582864887,0.010401507081953199,False,51,0.03715207529088701,3,232,486,0.6222133955202271,sqrt
1,0.8017640150602965,0.8050122724753843,0.8115087873055599,0.006496514830175548,False,170,0.03125514318167612,1,293,517,0.6637017332034828,
48,0.8010236911455457,0.8052955317880146,0.8138392130729525,0.008543681284937876,False,168,0.0115466360652703,2,186,162,0.6278136064932819,
3,0.7911945236883049,0.794106315224208,0.7999298982960145,0.005823583071806415,False,141,0.03538461259525517,1,179,396,0.6139351238159994,sqrt
8,0.7690658690690753,0.7720488328139974,0.7780147603038416,0.005965927489844258,False,106,0.023951255499127366,1,251,137,0.8960660809801553,sqrt
5,0.7585610601700764,0.7611369804831921,0.7662888211094235,0.005151840626231419,False,74,0.022187777750487168,1,278,229,0.7987566853061946,
7,0.7509036180822863,0.7524515939737867,0.7555475457567874,0.0030959517830007055,False,67,0.013708380237042895,1,131,294,0.6814047095321688,sqrt
