trial,mean_valid_auc,mean_train_auc,gap,overfit,penalty,C
53,0.8602313155994704,0.8683881127831266,0.00815679718365614,False,l1,3.076261938403877
2,0.8602309641740298,0.868390810898289,0.008159846724259179,False,l2,1.0129197956845732
50,0.8602299227908402,0.8683948905745685,0.008164967783728327,False,l2,1.2256290758649244
85,0.8602288836499341,0.8683954949004768,0.008166611250542744,False,l2,1.3638736473129611
30,0.860227866931865,0.8683919117702544,0.008164044838389395,False,l1,8.834391078209576
15,0.860227523354418,0.868392689022946,0.008165165668527985,False,l1,5.4572133958497275
19,0.8602275216727051,0.868393530880611,0.008166009207905889,False,l1,5.334005001535547
0,0.8602275110218575,0.8683921914803833,0.008164680458525808,False,l2,4.5705630998014515
98,0.8602268177006824,0.8683939408321575,0.008167123131475051,False,l2,1.7204046741877848
48,0.8602247539937146,0.8683912210683671,0.008166467074652517,False,l1,10.26119112803311
77,0.8602244076134126,0.8683876809731619,0.008163273359749312,False,l1,2.315605268804131
26,0.8602233746387867,0.8683856949025696,0.00816232026378283,False,l1,2.0750670919082634
97,0.8602219947232879,0.8683893866080993,0.008167391884811415,False,l1,3.971618338793754
10,0.8602216444189894,0.868389019123387,0.008167374704397545,False,l1,17.721689712899835
92,0.86022129355412,0.8683919760605416,0.008170682506421612,False,l1,43.260929324309224
90,0.8602212246301624,0.8678545232544546,0.007633298624292184,False,l1,0.1983587713349802
68,0.8602199209260434,0.8683844867315236,0.008164565805480195,False,l1,1.9499782395430447
20,0.8602161163484304,0.8683911127640396,0.008174996415609148,False,l1,24.94279464885959
3,0.8602119693145118,0.8683919979277015,0.008180028613189672,False,l1,70.72114131472235
58,0.8602102430187111,0.8683919547965303,0.008181711777819234,False,l1,80.64276941408514
78,0.8601918776015491,0.8677957019592928,0.007603824357743649,False,l1,0.18778336940882104
137,0.8601887814805262,0.8677492925498237,0.007560511069297449,False,l1,0.17824863302985555
12,0.8601728844237438,0.8677261300409436,0.007553245617199722,False,l1,0.17396005356237348
108,0.8601556102543174,0.8676951766170156,0.007539566362698147,False,l1,0.1689581155426696
73,0.8600987842910701,0.8675622084049465,0.007463424113876349,False,l1,0.1506107424739455
7,0.8600489789623712,0.8678577108439807,0.007808731881609465,False,l2,0.06789053271698488
87,0.8599533847783984,0.8673701824935834,0.007416797715184997,False,l1,0.13182475933692764
25,0.8598902124423666,0.8672372808445339,0.007347068402167256,False,l1,0.12151308350919329
64,0.859813367333825,0.8671155934634651,0.007302226129640155,False,l1,0.11398707728847886
37,0.8596501348675758,0.8668089171979197,0.007158782330343949,False,l1,0.0976049453850256
89,0.8596480638731858,0.8668119391771117,0.007163875303925926,False,l1,0.09772059319057745
14,0.8593811331624062,0.8663001858593624,0.006919052696956252,False,l1,0.07907172569000165
60,0.859352659932541,0.8662430269281067,0.006890366995565778,False,l1,0.07724319520321506
36,0.8593286489526746,0.866616923742016,0.0072882747893414646,False,l2,0.026409666524279753
40,0.8587123415303284,0.864721792730563,0.006009451200234661,False,l1,0.051021177189477476
17,0.8579248163171431,0.8635765796554494,0.005651763338306304,False,l1,0.03903293879717582
8,0.8572357080518211,0.8638598332998788,0.006624125248057666,False,l2,0.009962513222055111
24,0.8564168058423803,0.8616161355734484,0.00519932973106807,False,l1,0.028630215123858084
9,0.8494957266161393,0.8545142237588204,0.0050184971426811,False,l2,0.0017070728830306638
49,0.8480246152783177,0.8517943706320426,0.003769755353724813,False,l1,0.01398871851550497
4,0.8363842228043273,0.8395693928685348,0.0031851700642074876,False,l1,0.008111941985431923
1,0.8298575784493709,0.8329374604414916,0.0030798819921207254,False,l1,0.0060252157362038605
59,0.8111685810415775,0.8144822871850881,0.003313706143510564,False,l1,0.003679235375043837
54,0.7694006838250198,0.7698646928152482,0.0004640089902283595,False,l1,0.0016473484803774426
112,0.6179667045747934,0.6179730716677496,6.367092956205411e-06,False,l1,0.0010648608905881743
