cohort_name,cohort_name_kr,is_promotion,is_repurchase,feature_name,n,mean,std,min,q05,q10,q25,median,q75,q90,q95,max,zero_rate,positive_rate,top_1pct_share_of_total,distribution_note
promotion_repurchase,프로모션 재구매,1,1,diff_between_w2_w1,8037,13.771929824561404,204.99806387028028,-2442.0,-291.0,-194.0,-70.0,0.0,101.0,227.0,330.0,2957.0,0.16224959562025631,0.45539380365808135,,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,diff_between_w3_w1,8037,25.093691675998507,219.32448114639502,-2854.0,-288.0,-186.0,-48.0,1.0,112.0,235.0,348.1999999999998,2499.0,0.13263655592882917,0.505785740948115,,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,diff_between_w3_w2,8037,11.321761851437103,213.894131738849,-1824.0,-314.0,-213.0,-90.0,0.0,112.0,230.0,331.0,2499.0,0.1014059972626602,0.48786860768943635,,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_w1_over_50pct,8037,0.21600099539629214,0.4115405674112714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7839990046037079,0.21600099539629214,0.04665898617511521,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_w2_over_50pct,8037,0.28368794326241137,0.450815240928777,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7163120567375887,0.28368794326241137,0.035526315789473684,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_w3_over_50pct,8037,0.33358218240637055,0.47152176369674226,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6664178175936295,0.33358218240637055,0.03021260723610593,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_only_w1,8037,0.03919372900335946,0.19406768592491538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9608062709966405,0.03919372900335946,0.2571428571428571,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_only_w2,8037,0.06893119323130521,0.2533528573988213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9310688067686947,0.06893119323130521,0.14620938628158844,2x2 descriptive distribution only
promotion_repurchase,프로모션 재구매,1,1,is_only_w3,8037,0.09941520467836257,0.29923730231841744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9005847953216374,0.09941520467836257,0.10137672090112641,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,avg_gap_w1_watch_days,3867,0.6429230243082493,1.2087452340090492,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.6837341608482027,0.31626583915179723,0.09412017074758487,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,avg_gap_w2_watch_days,3867,0.4819153519524179,1.0837320363380156,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.7667442461856736,0.23325575381432634,0.12502906617240384,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,avg_gap_w3_watch_days,3867,0.324415998707008,0.9516830860663086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.8489785363330747,0.15102146366692526,0.1769605823818043,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_cold_start_3d,3867,0.42461856736488235,0.4943489011884987,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5753814326351177,0.42461856736488235,0.023751522533495738,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_cold_start_7d,3867,0.6901991207654512,0.46247119194882685,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.30980087923454874,0.6901991207654512,0.014612214312476583,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,watch_time(min)_w1,3867,93.37057150245668,139.07110915541284,0.0,0.0,0.0,0.0,34.0,138.0,255.0,351.6999999999998,1846.0,0.3408326868373416,0.6591673131626584,0.08919194381051558,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,watch_time(min)_w2,3867,57.600982673907424,99.57220097237814,0.0,0.0,0.0,0.0,1.0,93.0,189.0,261.6999999999998,954.0,0.44970261184380655,0.5502973881561934,0.1009279752899081,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,watch_time(min)_w3,3867,37.16058960434445,75.48633022725639,0.0,0.0,0.0,0.0,0.0,39.0,128.4000000000001,200.0,840.0,0.5513317817429532,0.4486682182570468,0.11879610299234517,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,watch_session_w1,3867,2.238944918541505,2.9747695244432024,0.0,0.0,0.0,0.0,1.0,3.0,6.0,8.0,38.0,0.3408326868373416,0.6591673131626584,0.08073458073458073,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,watch_session_w2,3867,1.5668476855443496,2.363799993010127,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,34.0,0.44970261184380655,0.5502973881561934,0.0917643175441492,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,watch_session_w3,3867,1.0602534264287562,1.7110880411128002,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,19.0,0.5513317817429532,0.4486682182570468,0.08829268292682926,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,retention_w2_ratio,3867,11.935359130074993,46.13159436037452,0.001035,0.005917,0.009225000000000002,0.10397100000000001,0.875,1.428346,14.0,91.0,955.0,0.0,1.0,0.28959548954401904,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,retention_w3_ratio,3867,12.111071504525473,45.27165117685569,0.001047,0.006680200000000001,0.010989,0.2118295,1.0,1.1921135,14.0,94.60000009999976,841.0,0.0,1.0,0.2723156783405002,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,diff_between_w2_w1,3867,-35.76958882854926,135.11745547041792,-1618.0,-258.7,-177.0,-84.0,-1.0,2.0,90.0,138.0,954.0,0.18593224722006724,0.29712955779674166,,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,diff_between_w3_w1,3867,-56.20998189811223,149.91243132363772,-1798.0,-314.4,-223.0,-110.0,-7.0,1.0,70.0,130.0,840.0,0.16834755624515127,0.25989138867339023,,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,diff_between_w3_w2,3867,-20.44039306956297,105.57649123723762,-954.0,-197.7,-133.0,-40.0,0.0,1.0,63.0,122.0,840.0,0.2940263770364624,0.26894233255753813,,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_w1_over_50pct,3867,0.4484096198603569,0.4973956277891383,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5515903801396431,0.4484096198603569,0.02249134948096886,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_w2_over_50pct,3867,0.21773985001292992,0.4127629658565538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.78226014998707,0.21773985001292992,0.04631828978622328,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_w3_over_50pct,3867,0.1812774760796483,0.3852977326702959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8187225239203517,0.1812774760796483,0.05563480741797432,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_only_w1,3867,0.2156710628394104,0.4113402612818939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7843289371605896,0.2156710628394104,0.046762589928057555,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_only_w2,3867,0.09283682441168865,0.2902411630978453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9071631755883114,0.09283682441168865,0.10863509749303621,2x2 descriptive distribution only
promotion_nonrepurchase,프로모션 미재구매,1,0,is_only_w3,3867,0.11093871217998448,0.3140968430549222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8890612878200155,0.11093871217998448,0.09090909090909091,2x2 descriptive distribution only
