trial,mean_valid_auc,mean_train_auc,gap,overfit,penalty,C
173,0.8352743109872207,0.8403268427766626,0.005052531789441872,False,l1,0.06819167936292837
175,0.835270111077733,0.8411504759181815,0.005880364840448515,False,l1,0.16349443551575138
63,0.8352690353457387,0.8402910933013754,0.005022057955636705,False,l1,0.06659497794772329
133,0.8352690330632269,0.8402855161457158,0.005016483082488921,False,l1,0.06636100049693451
109,0.8352655889558648,0.8411745581888228,0.005908969232958028,False,l1,0.1710782353343995
158,0.8352633237889723,0.8411530835134184,0.005889759724446164,False,l1,0.1642712096055755
31,0.835261797403524,0.8412322299223314,0.005970432518807356,False,l1,0.1902049632162296
138,0.8352575439216879,0.8411609533312554,0.005903409409567462,False,l1,0.16665509785464658
74,0.8352567730480882,0.8412115549989402,0.005954781950851973,False,l1,0.18290707910624962
141,0.8352548395018777,0.8402477389161402,0.004992899414262508,False,l1,0.06490301516985615
188,0.8352545108915358,0.8412321823858318,0.005977671494295955,False,l1,0.1908341239403689
24,0.8352541365089958,0.8412375242529011,0.005983387743905277,False,l1,0.19174179258583196
25,0.835252247437832,0.8412077686061427,0.005955521168310662,False,l1,0.18103222902228988
87,0.8352521329920719,0.8411891053115059,0.00593697231943402,False,l1,0.1755003997317539
190,0.8352372594942306,0.8402151563666687,0.004977896872438103,False,l1,0.06360169440398959
94,0.835225089560554,0.8412701549101342,0.00604506534958027,False,l1,0.20335271336526234
146,0.8352243104483034,0.840199759817159,0.004975449368855633,False,l1,0.0629877896693074
135,0.8352222023207154,0.8412775230123097,0.0060553206915943125,False,l1,0.2052133846537753
98,0.8352091211175348,0.8401696739863211,0.004960552868786383,False,l1,0.061976588251190755
168,0.8352012089916938,0.8413091011336913,0.006107892141997473,False,l1,0.2160720085129142
105,0.835197059750201,0.841294710576259,0.006097650826058065,False,l1,0.21051529791935517
68,0.8351792196542288,0.8413207896102701,0.006141569956041315,False,l1,0.2219790927913332
113,0.8351753230062158,0.8400724009882609,0.004897077982045084,False,l1,0.05864582931018998
118,0.8351701681654278,0.8413357775162161,0.006165609350788359,False,l1,0.22998757199036327
165,0.8351564740688608,0.8400386059753803,0.004882131906519427,False,l1,0.057559182212464775
152,0.8351299544256104,0.840034159614645,0.004904205189034561,False,l1,0.057392123894590745
62,0.8351183765847081,0.8413668200792633,0.0062484434945552225,False,l1,0.24784858907249613
180,0.8351101120478555,0.8400029672153788,0.004892855167523358,False,l1,0.056497021450771116
18,0.8350934852692348,0.841377785692141,0.006284300422906175,False,l1,0.254792548799281
149,0.8350799084539691,0.8413850594237591,0.006305150969790008,False,l1,0.26032847651342733
54,0.8350737442002611,0.8413885312241771,0.006314787023915969,False,l1,0.2640714957421197
83,0.8350673342018737,0.8413903535450796,0.006323019343205893,False,l1,0.2655183272888161
198,0.8350667604704343,0.8399474614615208,0.004880700991086506,False,l1,0.0549973178009188
